"","sp","slopeLong","slopeShort","Nbegin","Nmed","Nend","NbeginS","NmedS","NendS","NbeginA","NmedA","NendA","sphen_begin","sphen_med","sphen_end","aphen_begin","aphen_med","aphen_end","Ntotal"
"46","GAVSTE",-18,-34,892.98767473067,1119.56085858586,733.333333333333,606.213874622969,699.290909090909,463.02380952381,201.214673123574,349.109090909091,231.357142857143,142,141,141,266,260,270,30830
"47","GAVARC",18,-12,4668.01461006744,6281.18023088023,5523.95238095238,4249.26429757463,5655.78181818182,5146.97619047619,390.066185508678,582.072727272727,353.095238095238,145,141,141,252,252,247,178105
"48","GAVIMM",Inf,-49,0,0.281818181818182,0.142857142857143,0,0.190909090909091,0.142857142857143,0,0.0909090909090909,0,NA,NA,NA,NA,NA,NA,4
"49","GAVADA",-44,-57,1.32054514113338,1.72727272727273,0.738095238095238,0.677687998276234,1.54545454545455,0.428571428571429,0.192857142857143,0.181818181818182,0.142857142857143,NA,NA,NA,NA,NA,NA,37
"50","TACRUF",-84,-97,1.04761904761905,5.4754329004329,0.166666666666667,0,3.06363636363636,0,0.0476190476190476,0.545454545454545,0,NA,NA,NA,NA,NA,NA,58
"51","PODCRI",-69,-56,582.949912909588,411.669624819625,182.357142857143,127.595947752798,121.272727272727,96.4285714285714,428.989092284564,270.106060606061,81.8809523809524,119,110,110,260,262,259,16428
"52","PODGRI",35,-24,37.6511838608588,66.9929292929293,50.9047619047619,21.4245691528973,53,35.9761904761905,14.3900134007719,13.420202020202,13.3095238095238,125,117,114,263,241,247,1709
"53","PODAUR",-4,21,12.0475389548532,9.63293650793651,11.6190476190476,4.09232125373766,5.27272727272727,6.04761904761905,6.67743992333776,2.54545454545455,5.42857142857143,121,116,115,240,242,216,383
"54","PHACAR",1539,-30,3429.52066056578,80386.1851370851,56207.6666666667,721.622586671155,8914.22449494949,3608.61904761905,2627.85486571392,65756.9687590188,51511.3333333333,101,121,108,233,239,239,1245021
"55","BOTSTE",923,31,0.20952380952381,1.63636363636364,2.14285714285714,0.0666666666666667,0.181818181818182,0.285714285714286,0.142857142857143,1.45454545454545,1.85714285714286,NA,NA,NA,NA,NA,NA,3
"56","EGRALB",Inf,2048,0,0.272727272727273,5.85714285714286,0,0.0909090909090909,1.42857142857143,0,0.181818181818182,4.28571428571429,NA,NA,NA,NA,NA,NA,44
"57","ARDCIN",833,34,118.918211527035,827.828643578644,1109.83333333333,19.0967479587836,155.481818181818,166.285714285714,98.1065942872057,630.316161616162,913.261904761905,117,106,111,235,237,230,18759
"58","CICNIG",81,-76,0.158187134502924,1.18181818181818,0.285714285714286,0,0.181818181818182,0,0.158187134502924,1,0.285714285714286,NA,NA,NA,NA,NA,NA,18
"59","CICCIC",41,354,1.7524002313476,0.545454545454545,2.47619047619048,1.52783882783883,0.454545454545455,2.47619047619048,0.224561403508772,0.0909090909090909,0,NA,NA,NA,NA,NA,NA,48
"60","PLEFAL",-100,-100,0.0476190476190476,0.0909090909090909,0,0,0,0,0.0476190476190476,0.0909090909090909,0,NA,NA,NA,NA,NA,NA,2
"61","PERAPI",96,-1,143.546491984108,283.387878787879,281.190476190476,19.2907940099117,22.8858585858586,18.4285714285714,123.037444005942,258.572727272727,261.904761904762,151,149,148,253,254,255,7877
