"","sp","slopeLong","slopeShort","Nbegin","Nmed","Nend","NbeginS","NmedS","NendS","NbeginA","NmedA","NendA","sphen_begin","sphen_med","sphen_end","aphen_begin","aphen_med","aphen_end","Ntotal"
"62","MILMIG",612,154,0.74547705046931,2.09090909090909,5.30952380952381,0.244631185807656,0.0909090909090909,1.14285714285714,0.500845864661654,1.90909090909091,3.73809523809524,NA,NA,NA,NA,NA,NA,74
"63","MILMIL",Inf,Inf,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0,NA,NA,NA,NA,NA,NA,1
"64","HALALB",927,62,153.18059819008,968.786219336219,1573.48571428571,49.6892186717651,292.463636363636,593.47619047619,67.6062604706955,486.872727272727,715.666666666667,79,89,88,288,285,281,22897
"65","CIRGAL",-100,NA,0.0476190476190476,0,0,0,0,0,0.0476190476190476,0,0,NA,NA,NA,NA,NA,NA,1
"66","CIRAER",347,-1,21.5419462546398,96.9090909090909,96.3571428571429,7.55973398376649,16.6363636363636,16.5952380952381,13.8572122708733,80.1818181818182,79.6190476190476,122,120,120,242,238,242,2126
"67","CIRCYA",-25,-10,136.278968958458,113.399494949495,101.857142857143,15.0574894017231,10.5454545454545,7.30952380952381,121.221479556735,102.009090909091,94.5476190476191,116,113,120,260,265,266,4705
"68","CIRMAC",2900,280,0.138095238095238,1.09090909090909,4.14285714285714,0.138095238095238,0.363636363636364,0.714285714285714,0,0.727272727272727,3.42857142857143,NA,NA,NA,NA,NA,NA,43
"69","CIRPYG",-100,-100,0.15,0.909090909090909,0,0.15,0.818181818181818,0,0,0.0909090909090909,0,NA,NA,NA,NA,NA,NA,12
"70","ACCGEN",-51,-42,148.548674931879,126.677380952381,73.0238095238095,7.8168813771368,5.50909090909091,3.73809523809524,128.654412602362,114.272727272727,67,104,93,107,283,286,286,4620
"71","ACCNIS",38,-16,3989.86407669987,6577.94588744589,5515.03333333333,108.275043231622,141.463636363636,136.928571428571,3869.79816045238,6422.45454545455,5371.47619047619,112,110,112,258,255,254,192109
"72","BUTBUT",114,14,298.073338649654,560.862049062049,636.961904761905,43.2999062942561,37.7636363636364,23.2619047619048,253.948432355398,517.909090909091,611.547619047619,103,103,104,260,272,271,16521
"73","BUTRUF",NA,-100,0,0.181818181818182,0,0,0,0,0,0.181818181818182,0,NA,NA,NA,NA,NA,NA,2
"74","BUTLAG",-23,12,159.796068147539,110.058008658009,123.504761904762,98.407698493457,55.8090909090909,65.0238095238095,61.0550363207484,53.0909090909091,54.5238095238095,108,107,110,282,288,286,4990
"75","AQUCLA",140,26,0.238095238095238,0.454545454545455,0.571428571428571,0,0.0909090909090909,0.142857142857143,0.238095238095238,0.363636363636364,0.428571428571429,NA,NA,NA,NA,NA,NA,14
"76","AQUPOM",-100,NA,0.197869674185464,0,0,0,0,0,0.197869674185464,0,0,NA,NA,NA,NA,NA,NA,4
"77","AQUCHR",145,-16,5.34276315789474,15.544696969697,13.0714285714286,0.0625,0.0909090909090909,0,5.08026315789474,14.4545454545455,12.9285714285714,NA,NA,NA,292,292,290,363
"78","AQUNIP",Inf,-21,0,0.181818181818182,0.142857142857143,0,0,0.142857142857143,0,0.181818181818182,0,NA,NA,NA,NA,NA,NA,3
"79","PANHAL",44,-30,41.9598603151235,85.9606060606061,60.547619047619,17.5451684194718,32.8363636363636,21.3571428571429,24.0178664988263,52.3,39.047619047619,116,113,114,246,249,249,2121
"80","FALTIN",145,20,129.994014314719,266.094696969697,318.97619047619,20.1305992038577,35.5454545454545,57.5,107.443317071645,228.763636363636,257.47619047619,115,115,121,248,241,246,7652
"81","FALVES",72,80,0.664471841368126,0.636363636363636,1.14285714285714,0.305147058823529,0.181818181818182,0.428571428571429,0.359324782544597,0.454545454545455,0.714285714285714,NA,NA,NA,NA,NA,NA,27
"82","FALCOL",52,-13,52.954320636364,92.7159090909091,80.5476190476191,11.654062638428,12.5454545454545,14.2142857142857,40.7447024423805,79.1909090909091,65.9047619047619,112,113,111,268,266,266,2613
"83","FALSUB",273,38,54.8707490351066,148.623232323232,204.785714285714,13.1396547080371,34.0727272727273,50.6428571428571,37.1128403588156,108.454545454545,143,137,131,128,251,252,252,4002
"84","FALRUS",-52,-65,0.345238095238095,0.472727272727273,0.166666666666667,0,0,0,0.0952380952380952,0.181818181818182,0.166666666666667,NA,NA,NA,NA,NA,NA,9
"85","FALPER",1378,86,3.34011990761217,26.4876262626263,49.3571428571429,0.375834193326453,4.41818181818182,9.14285714285714,2.96428571428571,18.3636363636364,33.4047619047619,NA,NA,NA,265,271,281,690
"86","RALAQU",688,57,0.108823529411765,0.545454545454545,0.857142857142857,0,0.0909090909090909,0.142857142857143,0.108823529411765,0.454545454545455,0.714285714285714,NA,NA,NA,NA,NA,NA,14
"87","PORPOR",-84,-21,0.869339402427638,0.181818181818182,0.142857142857143,0,0.0909090909090909,0.142857142857143,0.36656162464986,0.0909090909090909,0,NA,NA,NA,NA,NA,NA,14
"88","CRECRE",-20,322,1.48075396825397,0.281818181818182,1.19047619047619,0.3875,0.0909090909090909,1.19047619047619,0.238095238095238,0.0909090909090909,0,NA,NA,NA,NA,NA,NA,28
"89","GALCHL",143,-25,0.0588235294117647,0.190909090909091,0.142857142857143,0.0588235294117647,0,0,0,0,0.142857142857143,NA,NA,NA,NA,NA,NA,4
"90","FULATR",-95,-86,58.6142002862978,20.9173520923521,3,57.8264496597314,17.0545454545455,1.14285714285714,0.162750626566416,0.0909090909090909,1.85714285714286,107,106,102,NA,NA,NA,1249
"91","GRUGRU",439,11,5030.00953517157,24394.8363636364,27135.7857142857,1949.53965520204,7760.55454545455,7951.80952380952,3074.57332301342,16627.2727272727,19181.2619047619,107,105,106,265,267,266,553928
"92","RECAVO",-19,92,1.92837930043812,0.818181818181818,1.57142857142857,1.92837930043812,0.727272727272727,1.57142857142857,0,0.0909090909090909,0,NA,NA,NA,NA,NA,NA,51
"93","HAEOST",16,17,3921.86170285253,3898.03232323232,4552.88095238095,2644.9924941029,2888.09090909091,3619.30952380952,769.687153876395,655.615151515152,596.285714285714,117,122,123,224,218,222,133650
"94","PLUAPR",15,-10,267.167489532311,342.674747474747,307.52380952381,111.140550814854,156.909090909091,119.857142857143,156.026938717457,185.765656565657,187.52380952381,126,122,124,252,245,251,10763
"95","PLUSQU",-3,-23,4525.20574333647,5724.33838383838,4381.09523809524,4371.21234378367,5482.43636363636,4242.42857142857,153.539431298835,241.690909090909,138.52380952381,148,150,147,246,216,225,160114
"96","VANVAN",6,36,1072.05361478047,833.770707070707,1137.80952380952,843.128443537886,625.481818181818,961.5,228.925171242586,208.188888888889,176.309523809524,99,93,91,214,206,209,33393
"97","CHADUB",-72,-41,77.5171351739076,37.2151515151515,21.7857142857143,30.0130662723929,21.7272727272727,12.5,27.0080263819428,10.4565656565657,4.14285714285714,135,132,136,206,217,211,1647
"98","CHAHIA",-10,-16,1137.69680168043,1217.19292929293,1022.71428571429,358.582075243298,380.427272727273,261.142857142857,740.04647246888,807.408080808081,749,134,135,137,243,239,239,39471
"99","CHAMOR",1137,166,0.25406162464986,1.18181818181818,3.14285714285714,0.0588235294117647,0.454545454545455,3.14285714285714,0.195238095238095,0.727272727272727,0,NA,NA,NA,NA,NA,NA,40
"100","NUMPHA",38,22,351.678334646949,395.443434343434,483.833333333333,312.956033466018,334.645454545455,419.261904761905,38.7223011809312,60.7979797979798,64.5714285714286,129,126,126,201,201,201,13160
"101","NUMARQ",15,-18,1407.88099056087,1956.06666666667,1612.47619047619,1181.91965381969,1642.09090909091,1435.19047619048,225.961336741174,313.975757575758,177.285714285714,112,113,112,221,201,216,56743
"102","LIMLIM",-39,88,1.67031379353361,0.545454545454545,1.02380952380952,0.876662999882814,0.363636363636364,0.452380952380952,0.671428571428571,0.181818181818182,0.428571428571429,NA,NA,NA,NA,NA,NA,43
"103","LIMLAP",-24,-52,2086.25800322828,3306.76363636364,1579.7380952381,2025.92189197541,3139.73636363636,1443.71428571429,59.8194445862016,166.563636363636,134.02380952381,134,131,146,219,216,209,82620
"104","AREINT",-77,-45,111.083241427475,47.1626262626263,25.7857142857143,62.6257111954093,36.7272727272727,20.5,17.2854749997165,6.52424242424242,3.28571428571429,131,134,134,NA,NA,NA,2191
"105","CALCAN",-14,-26,1643.53544570325,1910.04242424242,1412.7380952381,1559.31599152482,1807.54242424242,1311.88095238095,84.2194541784325,102.5,100.857142857143,158,153,148,237,228,223,56028
"106","CALPUG",-57,-44,668.787229432934,513.29898989899,285.357142857143,125.377662245735,200.636363636364,89.7857142857143,543.409567187199,312.662626262626,195.571428571429,132,128,129,241,234,226,19208
"107","CALFAL",48,37,9.44146560783558,10.1909090909091,14,1.70045518207283,3.72727272727273,5.85714285714286,7.74101042576275,6.46363636363636,8.14285714285714,151,149,150,206,205,211,361
"108","CALFER",-31,-45,37.4840119246079,46.7545454545455,25.7142857142857,0.553113553113553,0.181818181818182,0.571428571428571,36.9308983714943,46.5727272727273,25.1428571428571,NA,NA,NA,234,220,221,1351
"109","CALTEM",-56,-59,42.028189629428,44.7080808080808,18.2857142857143,16.9030596854126,19.1818181818182,7.28571428571429,25.0140188329043,25.5262626262626,11,142,137,138,213,213,211,1252
"110","CALALB",-68,-61,6.76489692368175,5.47272727272727,2.14285714285714,0.1875,1.56363636363636,0.285714285714286,6.57739692368175,3.90909090909091,1.85714285714286,NA,NA,NA,250,237,235,207
"111","CALALP",-45,-29,5546.13436121412,4306.09797979798,3077.85714285714,4260.72259991041,2935.37272727273,1656,1285.41176130371,1370.72525252525,1421.85714285714,147,150,148,225,223,219,152726
"112","CALMAR",Inf,1405,0,0.474747474747475,7.14285714285714,0,0,0.142857142857143,0,0.272727272727273,6.85714285714286,NA,NA,NA,NA,NA,NA,55
"113","CALUTA",-80,-30,46.6927675996174,13.2909090909091,9.28571428571428,0.614758852258852,0.363636363636364,0.571428571428571,46.0780087473586,12.8363636363636,8.71428571428571,NA,NA,NA,253,239,239,1121
"114","PHALOB",21,-66,11.445700459671,41.1363636363636,13.8571428571429,10.920408676291,39.0090909090909,10.4285714285714,0.525291783380019,2.12727272727273,3.28571428571429,148,149,148,NA,NA,NA,718
"115","PHAFUL",200,Inf,0.0476190476190476,0,0.142857142857143,0,0,0,0.0476190476190476,0,0.142857142857143,NA,NA,NA,NA,NA,NA,2
"116","XENCIN",-49,57,0.282539682539683,0.0909090909090909,0.142857142857143,0.0714285714285714,0.0909090909090909,0,0.211111111111111,0,0.142857142857143,NA,NA,NA,NA,NA,NA,5
"117","ACTHYP",-48,-38,372.309888645067,315.978787878788,194.785714285714,84.4013875185702,96.9090909090909,57.0714285714286,287.908501126497,219.069696969697,137.714285714286,141,141,141,208,208,212,10299
"118","TRIOCH",0,-14,107.778586029554,125.547474747475,107.833333333333,18.3860695290262,22.3636363636364,16.8333333333333,89.3925165005273,103.183838383838,91,113,109,106,205,207,210,3750
"119","TRIERY",-1,-7,122.406087853495,131.112121212121,121.595238095238,8.10157293686705,23.4545454545455,24.452380952381,114.304514916628,107.657575757576,97.1428571428571,132,129,128,218,213,211,4233
"120","TRINEB",11,6,714.02800657375,742.475757575758,790.214285714286,59.0998888151752,105.590909090909,159.595238095238,654.928117758574,636.884848484848,630.619047619048,125,123,125,218,217,215,25312
"121","TRISTA",Inf,214,0,0.0909090909090909,0.285714285714286,0,0.0909090909090909,0.142857142857143,0,0,0.142857142857143,NA,NA,NA,NA,NA,NA,3
"122","TRIGLA",25,-19,1158.47326253038,1792.11313131313,1444.35714285714,101.720982509063,483.090909090909,246.071428571429,1056.75228002132,1309.02222222222,1198.28571428571,135,130,132,214,208,210,48449
"123","TRITOT",-60,-28,465.90135061447,258.627272727273,187.5,215.3282080106,163.154545454545,114.928571428571,250.57314260387,95.4727272727273,72.5714285714286,121,128,125,206,199,221,10263
"124","LYMMIN",116,50,9.70402505131607,13.9363636363636,20.9285714285714,1.60828570294515,2.63636363636364,1.85714285714286,7.84573934837093,10.7272727272727,19.0714285714286,116,123,115,276,278,289,487
"125","SCORUS",-11,-37,97.256795981796,137.875252525253,86.7380952380952,59.8231798215544,80.9181818181818,55.4523809523809,23.9166855418403,40.2545454545455,24.3333333333333,105,102,97,291,286,299,3518
"126","GALGAL",-26,-23,203.675379878979,196.035858585859,150.761904761905,81.7432416053159,65.9272727272727,51.3809523809524,121.466034524471,127.263636363636,99.2380952380952,108,102,106,245,256,255,6901
"127","GALMED",-73,-41,1.61263736263736,0.727272727272727,0.428571428571429,0.0769230769230769,0,0,1.53571428571429,0.727272727272727,0.428571428571429,NA,NA,NA,NA,NA,NA,44
"128","STEPOM",5,212,6.73720429467333,2.27272727272727,7.09523809523809,0.83634184443008,1.90909090909091,0.714285714285714,5.90086245024326,0.363636363636364,6.38095238095238,NA,NA,NA,NA,NA,NA,128
"129","STECUS",66,1,221.469703786925,361.712121212121,366.952380952381,114.526941148806,207.563636363636,205.47619047619,90.203476923833,138.166666666667,149.333333333333,138,136,133,216,223,219,9574
"130","STELON",1047,240,0.161904761904762,0.545454545454545,1.85714285714286,0.0666666666666667,0,0,0.0952380952380952,0.545454545454545,1.85714285714286,NA,NA,NA,NA,NA,NA,22
"131","STESKU",NA,-100,0,0.181818181818182,0,0,0.0909090909090909,0,0,0.0909090909090909,0,NA,NA,NA,NA,NA,NA,2
"132","CEPGRY",-60,-21,159.419629480427,80.3327922077922,63.6190476190476,23.4338496556763,21.7727272727273,12.4047619047619,29.7987484737485,20.3777777777778,28.452380952381,119,115,127,285,204,275,2442
"133","ALCTOR",222,-21,96.331735515946,393.23005050505,310.5,8.94949650023179,45,33.4285714285714,65.9600329538023,191.19696969697,201.880952380952,137,141,139,199,198,195,7498
"134","ALLALL",-100,NA,0.397619047619048,0,0,0,0,0,0.397619047619048,0,0,NA,NA,NA,NA,NA,NA,5
"135","URIAAL",2043,67,0.0666666666666667,0.854545454545455,1.42857142857143,0,0.581818181818182,0.571428571428571,0.0666666666666667,0.181818181818182,0.857142857142857,NA,NA,NA,NA,NA,NA,20
"136","STEALB",229,111,0.304408457040036,0.474747474747475,1,0.304408457040036,0.474747474747475,0.857142857142857,0,0,0.142857142857143,NA,NA,NA,NA,NA,NA,17
"137","HYDCAS",-33,-15,176.756572568299,140.124242424242,118.952380952381,51.2118277405429,20.7363636363636,23.6666666666667,91.9919302403822,102.552525252525,79.4285714285714,141,124,125,215,215,217,5020
"138","CHLNIG",-45,-6,1.08566145756548,0.636363636363636,0.595238095238095,0.767857142857143,0.454545454545455,0.452380952380952,0.317804314708339,0.181818181818182,0.142857142857143,NA,NA,NA,NA,NA,NA,27
"139","STESAN",51,-45,1.98633017309488,5.49292929292929,3,0.348246606334842,0.181818181818182,1.14285714285714,1.15653594771242,4.48383838383838,1.85714285714286,NA,NA,NA,194,223,231,105
"140","STEHIR",139,0,1704.49457804407,4089.61060606061,4080.21428571429,393.005765029604,1104.75151515152,1045.5,1080.35277111519,2469.76666666667,2523.85714285714,125,121,116,207,224,224,61076
"141","STEAEA",124,-3,3545.47833792884,8227.21518759019,7941.14285714286,1561.06418427204,3942.27070707071,3375.14285714286,1012.31760576025,1712.85003607504,2266.42857142857,124,123,122,204,204,206,88620
"142","HYDMIN",250,34,153.927839437824,400.378535353535,538.47619047619,47.4760214029177,145.727272727273,74.5476190476191,104.274813258637,247.50202020202,456.97619047619,127,125,124,279,291,280,10753
"143","RISTRI",94,153,5.20895051800625,3.9974025974026,10.1190476190476,1.09704698466308,2.4,1.57142857142857,3.25079242223205,1.45454545454545,7.73809523809524,113,122,112,310,304,306,189
"144","LARRID",-33,1,17097.2126416025,11295.9417748918,11406.7380952381,3331.92895083932,3461.94343434343,3671.92857142857,13659.4876590171,7721.54797979798,7695.35714285714,110,104,102,209,202,202,462750
"145","LARCAN",72,-19,18727.8102603236,39727.6683261183,32129.5285714286,5435.9550792259,5449.39624819625,5781.07142857143,7958.7460435849,23328.3229437229,21441.3333333333,109,95,97,305,292,286,771874
"146","LARFUS",-77,-41,1023.99015200915,403.348484848485,239.714285714286,384.418560417051,160,130.714285714286,477.822857483074,214.99696969697,91.2857142857143,115,115,113,228,231,237,20140
"147","LARARG",-59,-40,27193.3241052893,18321.6583333333,11050.0380952381,8542.48098659167,7517.58340548341,5116.95238095238,12165.3729774826,6161.15551948052,3998.5,98,67,82,274,286,308,470932
"148","LARCAC",Inf,Inf,0,0,0.285714285714286,0,0,0,0,0,0.285714285714286,NA,NA,NA,NA,NA,NA,2
"149","LARHYP",-96,-60,7.4020712302833,0.765656565656566,0.30952380952381,1.90853056042685,0.181818181818182,0,0.243540669856459,0,0,NA,NA,NA,NA,NA,NA,43
"150","LARMAR",-52,-52,6116.45042813224,6122.75173160173,2910.64761904762,1834.05852539274,2411.7996031746,1234.64285714286,2714.96303862976,2353.78589466089,1191.42857142857,98,104,108,295,256,247,122665
"151","COLLIV",49,46,56.4826885962335,57.6828282828283,84.4047619047619,3.40149281832718,3.27272727272727,12.8333333333333,43.0811957779063,53.810101010101,70.5714285714286,104,147,129,230,204,206,4682
"152","COLOEN",-19,-37,638.728417617814,819.606240981241,518.904761904762,174.683479600894,206.036363636364,175.833333333333,458.822977053047,608.748484848485,338.214285714286,98,91,91,273,282,284,24625
